,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,optimizer,mapping,ansatz,rotation blocks,entanglement_blocks,entanglement,repetitions,skip_final_rotation_layer,energy (Ha),error (mHa),pass,# of parameters,final parameters,# of evaluations,optimizer time,# of qubits,# of CNOTs,score
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,,,,,,,,,,L_BFGS_B,JordanWignerMapper,TwoLocal,"['ry', 'rz']",cx,full,3.0,True,0.401151958210574,1490.934354559318,False,60,"[ 2.0981258   0.00999703  0.00998288  0.01001701  0.01001205  0.01001333
  0.0099942   0.00999988  0.01002981  0.01003005  0.01048496  1.20109231
  1.15111644  1.2976225  -0.11890151  1.13038575 -0.10715423  1.15147461
  1.33877492 -0.12477312  0.71959128 -1.97361447  1.07698829  0.00999958
  0.01002067  0.01000045  0.01000823  0.01002935  0.01001757  0.01004519
  0.00999596  0.01003633  0.01052452  1.0645084   1.10949101  1.22516568
  1.35568889 -0.08562681 -0.1229151   1.11349565  1.23831804  1.33198178
 -0.17233332 -1.94965579  1.09442876  0.010018    0.01001448  0.00999249
  0.01000683  0.01001403  0.01000935  0.00999534  0.00999136  0.00999067
  0.00999291  2.0984776   1.21447012  0.550831   -0.17127348 -1.96677294]",671,39.27745199203491,10,135,135
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,,,,,,,,,,,,COBYLA,JordanWignerMapper,UCCSD,,,,,,-1.0897823284261023,6.792263751442817e-05,True,24,"[ 3.67810139e-02  1.27964610e-04  5.67007614e-02 -5.00085808e-05
 -2.79609282e-02 -1.64673706e-05 -5.47024294e-05 -4.44896203e-05
 -3.31966531e-05 -2.80387845e-02 -1.08598828e-04 -6.63920762e-05
  5.68681143e-02  3.60407581e-05 -6.64493850e-05 -1.11102556e-01
 -3.60155559e-04  3.39558828e-03  3.67107485e-02  1.10438464e-04
 -2.45797192e-04  3.30734155e-03 -3.39110757e-02 -4.05432877e-05]",500,114.28565621376038,10,1616,1616
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,,,,,,,,,,,,,L_BFGS_B,JordanWignerMapper,QuantumCircuit,,,,,,0.4190263554496733,1508.808751798419,False,1,[0.01],2,0.1394281387329101,10,9,9
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,,,,,,,,,,,,,,L_BFGS_B,JordanWignerMapper,TwoLocal,"['ry', 'rz']",cx,full,3.0,True,0.401151958210574,1490.9343545593167,False,60,"[ 2.0981258   0.00999703  0.00998288  0.01001701  0.01001205  0.01001333
  0.0099942   0.00999988  0.01002981  0.01003005  0.01048496  1.20109231
  1.15111644  1.2976225  -0.11890151  1.13038575 -0.10715423  1.15147461
  1.33877492 -0.12477312  0.71959128 -1.97361447  1.07698829  0.00999958
  0.01002067  0.01000045  0.01000823  0.01002935  0.01001757  0.01004519
  0.00999596  0.01003633  0.01052452  1.0645084   1.10949101  1.22516568
  1.35568889 -0.08562681 -0.1229151   1.11349565  1.23831804  1.33198178
 -0.17233332 -1.94965579  1.09442876  0.010018    0.01001448  0.00999249
  0.01000683  0.01001403  0.01000935  0.00999534  0.00999136  0.00999067
  0.00999291  2.0984776   1.21447012  0.550831   -0.17127348 -1.96677294]",671,47.84212613105774,10,135,135
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,,,,,,,,,,,,,,,COBYLA,JordanWignerMapper,TwoLocal,"['ry', 'rz']",cx,full,3.0,True,-0.6835682484323421,406.2141479164048,False,60,"[ 1.59550309e+00  1.16066016e-02  7.61729608e-02  2.35729405e-02
  9.23352643e-02  6.60415747e-01  1.85693829e-01 -7.30857294e-01
  1.40050951e+00  4.34170243e-01  4.63739379e-01  1.53697886e+00
  1.55474513e+00  1.65822480e+00 -1.56532355e+00  1.55923087e+00
  1.52140695e+00  2.47169060e-01  1.67475539e+00 -1.90937075e-01
  6.37422255e-01  3.89754044e-01  1.57191736e+00  1.20118096e+00
  1.84719485e+00 -4.65110909e-01  1.37862892e+00 -7.81065964e-01
  4.10641918e-01 -4.76891160e-02 -7.61157449e-01 -5.13501739e-01
  6.53289397e-01 -1.58033142e+00 -5.97285868e-01  7.30122953e-04
  6.24904641e-02 -2.97622137e-02 -6.55283290e-02  2.54678182e+00
 -1.08817014e+00  1.32628070e+00 -3.35941267e-01  1.43148758e-02
  1.48109244e+00  7.60703816e-02  1.80555806e+00  6.66096336e-01
 -1.16461932e-01 -4.18235047e-01  2.17583164e-01  6.38259482e-01
 -2.87547196e-01 -2.15976657e-01  9.95898772e-01  4.86253927e-01
  4.62138739e-02 -7.16009143e-02  1.73667933e-01 -3.08128318e-01]",500,39.41314458847046,10,135,135
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,SPSA,JordanWignerMapper,TwoLocal,"['ry', 'rz']",cx,full,3.0,True,-0.9668903821551637,122.89201419358132,False,60,"[ -3.1211137    1.9818068   -3.64361131  -6.42148666  10.78563381
  15.27824065   9.5990156   -6.1563089    5.3931155   -8.49658026
  -8.50125262  -3.29040431   4.74263949  -4.82211165 -11.1257077
 -11.06176703   1.60019951   5.08501659   4.67508024   4.80966821
  -3.23786978  12.50475972   3.14236144  -3.0987086    0.01800467
   6.33100135   6.20784872   3.9130026    5.4546954   -3.15774067
   3.0513255    3.73756238   4.72403626  12.50869962   7.93013206
   7.90992551  -1.42041398  -1.57140353   1.62535071   6.25038595
  -7.89263605  -1.25705492  -1.58830244   3.08093206   1.79335831
  -5.41399328  -9.20206187  -8.66631989   0.5695963   -7.6574911
  -1.50574177  -2.06052452  10.79593858  -7.02784812   1.40063924
  -6.29008798  -2.80374806   3.12286678  -4.82279806   6.37626641]",1000,87.09606885910034,10,135,135
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,SPSA,JordanWignerMapper,TwoLocal,"['ry', 'rz']",cx,full,3.0,True,-0.9668903821551637,122.89201419358132,False,60,"[ -3.1211137    1.9818068   -3.64361131  -6.42148666  10.78563381
  15.27824065   9.5990156   -6.1563089    5.3931155   -8.49658026
  -8.50125262  -3.29040431   4.74263949  -4.82211165 -11.1257077
 -11.06176703   1.60019951   5.08501659   4.67508024   4.80966821
  -3.23786978  12.50475972   3.14236144  -3.0987086    0.01800467
   6.33100135   6.20784872   3.9130026    5.4546954   -3.15774067
   3.0513255    3.73756238   4.72403626  12.50869962   7.93013206
   7.90992551  -1.42041398  -1.57140353   1.62535071   6.25038595
  -7.89263605  -1.25705492  -1.58830244   3.08093206   1.79335831
  -5.41399328  -9.20206187  -8.66631989   0.5695963   -7.6574911
  -1.50574177  -2.06052452  10.79593858  -7.02784812   1.40063924
  -6.29008798  -2.80374806   3.12286678  -4.82279806   6.37626641]",1000,87.09606885910034,10,135,135
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0.0,,,,,,,,,,,,,,,,,,SLSQP,JordanWignerMapper,TwoLocal,"['ry', 'rz']",cx,full,3.0,True,-0.9130934879785796,176.68890837016548,False,60,"[ 3.14223677e+00  8.31312553e-03  8.70305019e-05 -1.36820792e-03
  5.65397890e-05  4.41642807e-03  2.12937342e-03 -2.25678019e-02
 -7.34883031e-05 -1.54169913e-02  2.50699536e-02  2.30164006e+00
  1.70791145e+00  1.57137887e+00 -2.03848662e+00  1.57053140e+00
 -1.57094112e+00  1.57034837e+00  1.33500975e+00  1.33287530e+00
  1.46251654e+00 -1.71724297e+00  1.57059487e+00  1.19642101e-02
 -3.29675944e-04  2.43748139e-03 -3.10747070e-02 -3.35102158e-02
  2.20206113e-05 -8.08790697e-02 -7.29699354e-02  2.40788575e-04
  3.57864240e-03  1.57366773e+00  1.70960757e+00  1.57119989e+00
 -7.29424953e-01 -8.08356105e-05  2.87372381e-03  1.58853766e+00
  1.57387397e+00 -9.81528186e-02 -1.19960862e+00 -1.40082475e+00
 -1.73128089e-02  5.07183515e-02  4.94255364e-02 -3.99770929e-02
 -5.82171065e-02  9.99955538e-03  1.17451640e-01  1.18430371e-01
  2.76564573e-02  1.22383050e-02  9.98951229e-03  3.14452996e+00
 -5.94896819e-03  3.62516400e-01 -1.71405457e-01 -3.00529813e+00]",7147,535.6285619735718,10,135,135
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,,,,,,,,,,,,,,,,,,,SLSQP,JordanWignerMapper,QuantumCircuit,,,,,,0.4190263554496733,1508.8087517984225,False,1,[0.01],2,0.0622375011444091,10,9,9
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,SLSQP,JordanWignerMapper,QuantumCircuit,,,,,,0.4190263554496733,1508.8087517984122,False,1,[0.01],2,0.1714513301849365,10,9,9
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,SLSQP,JordanWignerMapper,TwoLocal,"['ry', 'rz']",cx,full,1.0,True,-0.9271637541903224,162.6186421584218,False,20,"[ 3.14159885e+00  1.00543531e-02  1.05927252e-02  9.99307469e-03
  9.99627647e-03  9.99956708e-03  1.00780477e-02  1.07894974e-02
  1.00175794e-02  1.00165618e-02  1.00049495e-02 -1.00841857e-03
  3.72423254e-04 -5.07592233e-04 -4.33628107e-04 -2.73510744e-04
 -4.97207888e-04 -5.27189254e-04  1.17794278e-04  1.24858067e-03]",743,34.44206953048706,10,45,45
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,SLSQP,JordanWignerMapper,TwoLocal,"['ry', 'rz']",cx,full,8.0,True,-1.0703507600041218,19.4316363446232,False,160,"[-6.47816205e-05 -3.25295459e-04 -5.42622524e-06  7.82155518e-05
  5.39980086e-05 -1.65011400e-04  3.56605385e-04  9.55992119e-03
  9.01251371e-02  2.28242658e-02 -9.48296990e-03  9.76956368e-03
  1.88250951e-03  1.87079155e-03  1.00114619e-02  1.00473447e-02
  1.04343333e-02  9.74348111e-03  9.27956496e-03 -1.55785338e-03
  1.21848927e-02  7.63895796e-03  9.98929884e-03  3.23066936e-04
 -9.62938065e-05 -3.48030776e-05  6.81925962e-05 -2.63204940e-03
 -8.11932295e-04 -9.71006450e-02  4.99713351e-02  7.90219358e-01
 -1.84566929e-02  1.00030321e-02  1.91815283e-03  1.00237785e-02
  1.86988310e-03  1.00728038e-02  9.97186280e-03  9.47495814e-03
  9.67962655e-03  9.28619293e-03  9.16571839e-03  9.45827135e-03
  9.98320028e-03  1.00182180e-03 -1.47209314e-04  4.11267720e-04
  9.92529997e-05 -2.01488716e-05  2.20181246e-04 -6.68193497e-05
  1.69727841e-04  1.00359418e-02 -2.14544445e-02  8.09381120e-03
  2.47839406e-03  1.89897128e-03  1.91720065e-03  1.88381495e-03
  9.99713384e-03  7.81504051e-03  1.03005503e-02  1.01378724e-02
  8.70353344e-03  9.99461616e-03  1.00048315e-02  9.54174701e-03
  9.11490513e-03 -1.75027411e-03  9.87558577e-03 -1.05310412e-04
 -2.83768724e-05  2.09470171e-07 -2.70117128e-06 -1.99212209e-05
 -3.89991989e-05  1.19465365e-04  5.74985103e-03  9.09727510e-02
  1.84039173e-02  1.56023025e-02  1.24538249e-04  9.77805574e-03
  9.76284665e-03  9.99937804e-03  9.99478283e-03  8.08632665e-03
  1.18989975e-02  1.00930518e-02 -3.80787760e-04 -1.49270388e-03
 -2.06462642e-03  1.30839686e-03  1.62599426e-04 -2.27599530e-04
 -3.35777464e-06  1.80249978e-04 -2.89439588e-03  1.80349733e-04
  2.86684910e-02  7.91102565e-02  7.80665703e-01  6.08566559e-03
 -3.85552781e-02  9.75504201e-03  9.98921352e-03  9.77260740e-03
  1.00157171e-02  7.66557698e-03  9.83104195e-03  8.15322378e-03
  3.54284367e-03  1.45762303e-03  9.29511790e-03 -2.16222284e-05
 -8.24003479e-04 -2.71224630e-04 -1.41676770e-05  3.21336507e-06
  5.90234750e-06 -1.73014126e-04  6.71726931e-04 -1.82806475e-02
 -8.08269004e-03  2.25878137e-02 -8.46116440e-02  9.74337689e-03
  9.72773746e-03  9.77072894e-03  9.75823232e-03  7.75797333e-03
  1.21522325e-02  1.16812614e-02  4.63466888e-03  2.46485121e-03
  1.28592073e-03 -4.27657352e-02  3.83021711e-04 -3.21018650e-03
  1.84654662e-05  2.37311669e-04 -3.87478143e-02 -5.27417288e-04
 -4.50251233e-02  2.56401209e-02  7.65815414e-01  1.20509945e-02
  7.98530161e-01  1.87947294e-03  1.00191491e-02  1.00514343e-02
  1.00088918e-02  1.04224202e-02  9.46751891e-03  9.59990400e-03
  1.72441460e-02  8.83069833e-04  3.20292272e-03  5.01001892e-03]",6281,851.7569024562836,10,360,360
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,COBYLA,JordanWignerMapper,TwoLocal,['ry'],cx,full,4.0,False,-1.0540395740081687,35.7428223405758,False,50,"[ 0.00333521  0.02638657  0.00609926 -0.01712543 -0.0260626   0.00519653
  0.01268145  0.00443525  0.06429692  0.2124292   0.84329683  0.09160675
  0.21782995 -0.05540388  3.1250302  -0.10919283 -0.03766523  0.16970389
 -0.01922455  0.07506376  0.35933683  0.62648727  0.06788914 -0.14723221
  0.03297287  0.04046237 -0.0061267  -0.01964936 -0.11623319  0.03600763
  0.06477437  0.1883945   1.16975557 -0.03897181  0.11480116 -0.10155428
  2.74768102 -0.11439406 -0.01612271 -0.04046231  0.07179816 -0.02222953
 -0.53530315 -0.02144475  0.01295909 -0.05869122 -0.00802054  0.06309376
 -0.32662066  0.51954675]",800,50.3553581237793,10,180,180
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,COBYLA,JordanWignerMapper,TwoLocal,['ry'],cx,full,4.0,False,-1.070339243950947,19.44315239779959,False,50,"[-6.12707176e-04 -1.87939550e-05 -3.74102209e-04 -5.77966163e-04
  5.10249184e-04 -2.03136344e-04 -5.18512488e-04 -8.14256606e-05
  4.14814666e-02  2.94870818e-01  9.69994963e-01 -1.41316207e-03
  9.76300374e-04 -1.50200465e-03  3.14129868e+00  4.56356158e-03
  2.80881775e-04  2.64032401e-03 -3.22269598e-03  4.68501170e-02
  3.17680284e-01  6.67869217e-01  1.62777895e-03 -2.68260084e-03
  6.83064756e-04  5.85090977e-04 -2.15903075e-04 -4.23624028e-04
 -2.41861421e-03 -6.90373747e-06  3.57496551e-02  1.44419219e-01
  1.08660866e+00 -2.19959598e-04  1.82526256e-03 -8.59443649e-03
  3.13670890e+00 -2.22108088e-03 -1.29713724e-04 -4.28014842e-03
  2.31120387e-02  2.40328188e-02 -5.15004906e-01  4.97687258e-02
 -9.93754466e-04 -5.66598728e-04 -1.82469197e-03  5.61400953e-02
 -4.20478761e-01  5.09412190e-01]",1800,123.58632636070251,10,180,180
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,COBYLA,JordanWignerMapper,TwoLocal,['ry'],cx,full,4.0,False,-1.0703530663259453,19.429330022801672,False,50,"[ 2.88948929e-04  4.53013140e-04 -1.94369287e-04 -2.97408134e-04
 -5.93421983e-04 -3.57268484e-04  3.44744097e-05 -1.11446446e-04
  4.10147310e-02  2.93321706e-01  9.70487574e-01 -2.27080971e-03
  7.37037887e-04  9.41454853e-05  3.14158638e+00  1.81682922e-03
 -8.51016149e-05  1.03877884e-03 -9.97775813e-04  4.66419746e-02
  3.19278459e-01  6.70083667e-01  5.13179037e-04 -1.53058706e-03
 -3.88189612e-04 -7.11104440e-05 -1.50192974e-04  1.50931472e-03
 -7.24235471e-04 -5.27818857e-04  3.88075943e-02  1.42186361e-01
  1.08618130e+00  2.52279308e-04  9.69133950e-04 -4.74962952e-03
  3.14148788e+00  1.32997380e-03 -2.72899464e-04  8.72948686e-04
  1.32532167e-02  2.51147150e-02 -5.12749061e-01  5.18391297e-02
  1.14567566e-04  1.19236933e-03 -2.10562535e-03  5.51232963e-02
 -4.20954618e-01  5.08727296e-01]",2000,137.51607060432434,10,180,180
25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,SLSQP,JordanWignerMapper,TwoLocal,['ry'],cx,full,4.0,False,-1.0703521507604945,19.43024558825224,False,50,"[-1.96547326e-02 -2.79618548e-04 -9.29369740e-05  1.38776903e-04
  2.44629957e-04  7.77961264e-04  2.48008883e-05  4.67164918e-03
  8.24423361e-03 -5.45460795e-02  4.48087274e-01  7.75612089e-05
  2.03565977e-03 -2.49653654e-04  2.00257224e-01 -4.93189947e-03
  1.41263669e+00  8.07887703e-03  9.47559159e-02 -1.22910843e-01
 -9.25715240e-02  4.52436884e-01 -3.83178929e-03 -2.08947326e-03
  4.21978593e-04 -5.98849156e-02  2.95034807e-01  1.07286017e+00
 -1.06824157e+00  3.81706040e-05  3.80341934e-03  1.69865466e-03
  3.37678634e-05 -3.67967437e-04 -1.95127321e-02  5.00395712e-03
 -2.07677011e-01 -2.89303318e-01  1.58705534e+00 -1.72215146e-01
  1.56952554e+00 -1.32466697e-01  1.00912968e-01 -1.61447818e+00
  1.15922063e-04  6.84957964e-02 -1.56119900e+00  1.11812489e-02
 -5.91985994e-02  6.28656948e-01]",2502,180.571040391922,10,180,180
26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SLSQP,JordanWignerMapper,TwoLocal,['ry'],cx,full,4.0,False,-1.0703521507604945,19.43024558825224,False,50,"[-1.96547326e-02 -2.79618548e-04 -9.29369740e-05  1.38776903e-04
  2.44629957e-04  7.77961264e-04  2.48008883e-05  4.67164918e-03
  8.24423361e-03 -5.45460795e-02  4.48087274e-01  7.75612089e-05
  2.03565977e-03 -2.49653654e-04  2.00257224e-01 -4.93189947e-03
  1.41263669e+00  8.07887703e-03  9.47559159e-02 -1.22910843e-01
 -9.25715240e-02  4.52436884e-01 -3.83178929e-03 -2.08947326e-03
  4.21978593e-04 -5.98849156e-02  2.95034807e-01  1.07286017e+00
 -1.06824157e+00  3.81706040e-05  3.80341934e-03  1.69865466e-03
  3.37678634e-05 -3.67967437e-04 -1.95127321e-02  5.00395712e-03
 -2.07677011e-01 -2.89303318e-01  1.58705534e+00 -1.72215146e-01
  1.56952554e+00 -1.32466697e-01  1.00912968e-01 -1.61447818e+00
  1.15922063e-04  6.84957964e-02 -1.56119900e+00  1.11812489e-02
 -5.91985994e-02  6.28656948e-01]",2502,180.571040391922,10,180,180
27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBYLA,JordanWignerMapper,TwoLocal,['ry'],cz,full,4.0,False,-1.0703576753048063,19.42472104393911,False,50,"[ 0.20343395  0.18348232 -0.01636924 -0.00332533  0.0068634   0.01639345
  0.11420058 -0.00218668  0.00049745 -0.00059596 -0.00279139 -0.0019454
  0.00567601  0.01077082  0.01130628  0.00786415 -0.00614884  0.00321839
  0.00805016 -0.00432435 -0.00630017  0.01211408 -0.00723987  0.03830051
 -0.00304923  0.00251394  0.00381691 -0.02004022 -0.07691427 -0.01109085
  0.02337161  0.01172572 -0.01217152 -0.00107216  0.01265437  0.01047959
 -0.00338073 -0.01765645  0.00606084  0.02900139  0.0064869  -0.01837702
 -0.00290884  0.00032144  0.00375368  0.00520235 -0.00140561 -0.00106366
 -0.00192244  0.00251501]",2000,133.96984314918518,10,180,180
